Company Name,High,Low,Last Price,Prv Close,Change,% Gain,API
TTK Healthcare,847,806,829.65,824,5.65,0.69,/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK 
Speciality Rest,202,182.75,189.65,188.35,1.30,0.69,/india/stockpricequote/hotels/specialityrestaurants/SR06 
Cummins,855,843.35,854.65,849,5.65,0.69,/india/stockpricequote/engines/cumminsindia/CI02 
Cipla,618,606.05,613.30,609.20,4.10,0.67,/india/stockpricequote/pharmaceuticals/cipla/C 
Atlanta,68.65,66.35,67.35,66.90,0.45,0.67,/india/stockpricequote/constructioncontracting-civil/atlanta/A9 
Vivimed Labs,381.85,363,371.25,368.85,2.40,0.67,/india/stockpricequote/pharmaceuticals/vivimedlabs/VL07 
State Bk Mysore,560,540.40,553.40,549.85,3.55,0.65,/india/stockpricequote/banks-publicsector/statebankmysore/SBM 
Infosys,4227.90,4148.10,4218.45,4191.65,26.80,0.65,/india/stockpricequote/computers-software/infosys/IT 
ILandFS Trans,190.40,185,188.10,186.90,1.20,0.64,/india/stockpricequote/infrastructure-general/ilandfstransportationnetworks/ITN 
Symphony,2059.95,2000,2048.85,2035.90,12.95,0.64,/india/stockpricequote/consumergoods-whitegoods/symphony/SCS04 
Ind-Swift Labs,32.10,31.25,31.50,31.30,0.20,0.64,/india/stockpricequote/pharmaceuticals/ind-swiftlaboratories/ISL 
Vardhman Steels,32.45,31,32.20,32,0.20,0.64,/india/stockpricequote/steel-mediumsmall/vardhmanspecialsteels/VSS01 
Somany Ceramics,323,313.20,321.45,319.45,2,0.63,/india/stockpricequote/ceramicsgranite/somanyceramics/SC49 
EIH,104.75,102.50,104.25,103.60,0.65,0.63,/india/stockpricequote/hotels/eih/EIH 
HDIL,90.25,87.55,88.70,88.15,0.55,0.63,/india/stockpricequote/constructioncontracting-realestate/housingdevelopmentinfrastructure/HDI 
Kovai Medical,499.90,485,490,487,3,0.62,/india/stockpricequote/hospitalsmedicalservices/kovaimedicalcenterhospital/KMC02 
Navin Fluorine,597,568,587.10,583.55,3.55,0.62,/india/stockpricequote/chemicals/navinfluorineinternational/NFI 
L&T Finance,74.75,73.55,74.35,73.90,0.45,0.61,/india/stockpricequote/finance-investments/ltfinanceholdings/LFH 
Federal-Mogul,364,343,350.45,348.35,2.10,0.61,/india/stockpricequote/autoancillaries/federal-mogulgoetze/FMG 
SPIC,26.10,25.05,25.30,25.15,0.15,0.60,/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01 
Jayshree Tea,94.70,91.75,93.55,93,0.55,0.60,/india/stockpricequote/plantations-teacoffee/jayshreeteaindustries/JTI 
Oracle Fin Serv,3345.25,3275,3319.60,3300.90,18.70,0.59,/india/stockpricequote/computers-software/oraclefinancialservicessoftware/OFS01 
Amrutanjan Heal,293.70,287,290.85,289.20,1.65,0.57,/india/stockpricequote/pharmaceuticals/amrutanjanhealthcare/AHC01 
Jai Corp,90.50,88.20,89.60,89.10,0.50,0.57,/india/stockpricequote/steel-gpgcsheets/jaicorp/JC08 
Godrej Prop,254.35,248.70,250.80,249.40,1.40,0.56,/india/stockpricequote/constructioncontracting-realestate/godrejproperties/GP11 
HCL Tech,1623.90,1598.35,1619.65,1610.70,8.95,0.56,/india/stockpricequote/computers-software/hcltechnologies/HCL02 
Sharda Crop,301.70,291.10,295.60,293.95,1.65,0.56,/india/stockpricequote/pesticidesagrochemicals/shardacropchem/SC04 
Rane Madras,476.95,465,469.70,467.10,2.60,0.56,/india/stockpricequote/autoancillaries/ranemadras/RM08 
KPIT Tech,164.90,160.50,163.60,162.70,0.90,0.56,/india/stockpricequote/computers-softwaremediumsmall/kpittechnologies/KPI02 
PG Electroplast,96.25,90,94,93.50,0.50,0.55,/india/stockpricequote/consumergoods-electronic/pgelectroplast/PE06 
Precot Meridian,68.80,66.20,66.85,66.50,0.35,0.53,/india/stockpricequote/textiles-spinning-cottonblended/precotmeridian/PM 
Religare Nifty,800.05,800.05,800.05,796,4.05,0.53,/india/stockpricequote/finance-investments/religareniftyexchangetradedfund/RNE 
Merck,808.50,793,800.30,796.20,4.10,0.51,/india/stockpricequote/pharmaceuticals/merck/M12 
Kotak Nifty ETF,862.75,845.55,853.07,848.75,4.32,0.51,/india/stockpricequote/finance-investments/kotakmahindramutualfund-niftyetf/KMM01 
Ramco System,430,422,423.60,421.50,2.10,0.51,/india/stockpricequote/computers-software/ramcosystem/RS17 
Shasun Pharma,214.95,209.40,212.10,211.05,1.05,0.50,/india/stockpricequote/pharmaceuticals/shasunpharmaceuticals/SCD 
VST,1845,1822.10,1839.45,1830.30,9.15,0.50,/india/stockpricequote/cigarettes/vstindustries/VST 
Excel,395.50,381.10,385.20,383.30,1.90,0.50,/india/stockpricequote/pesticidesagrochemicals/excelindustries/EI10 
CCL Products,137,131.20,134.50,133.85,0.65,0.50,/india/stockpricequote/plantations-teacoffee/cclproductsindia/CC10 
index,8438.10,8349.10,8430.75,8389.90,40.85,0.49,/india/stockpricequote/// 
Datamatics Glob,85,82.25,82.90,82.50,0.40,0.49,/india/stockpricequote/computers-softwaremediumsmall/datamaticsglobalservices/DGS01 
Hindalco,159.05,155.50,158.05,157.30,0.75,0.48,/india/stockpricequote/aluminium/hindalcoindustries/HI 
Alkyl Amines,355.05,344,351,349.35,1.65,0.48,/india/stockpricequote/chemicals/alkylamineschemicals/AAC 
Apcotex Ind,434.50,420,424.60,422.60,2,0.47,/india/stockpricequote/rubber/apcotexindustries/AI58 
R Shares CNX,90,86,86.05,85.65,0.40,0.47,/india/stockpricequote/finance-investments/r*sharescnx100fund/RSC03 
Rico Auto,44.90,43.05,44,43.80,0.20,0.47,/india/stockpricequote/autoancillaries/ricoauto/RA04 
Heidelberg Cem,87.25,85.55,87.10,86.70,0.40,0.46,/india/stockpricequote/cement-major/heidelbergcementindia/HCI02 
United Bank,43.70,42.75,43.35,43.15,0.20,0.46,/india/stockpricequote/banks-publicsector/unitedbankindia/UBO 
Shipping Corp,67.25,64.40,65.85,65.55,0.30,0.46,/india/stockpricequote/shipping/shippingcorporationindia/SCI 
TCS,2625,2592.25,2618.30,2606.45,11.85,0.46,/india/stockpricequote/computers-software/tataconsultancyservices/TCS 
Vindhya Telelin,503,490.05,492.85,490.75,2.10,0.45,/india/stockpricequote/cables-telephone/vindhyatelelink/VT03 
Empee Distiller,36.60,35.60,36,35.85,0.15,0.43,/india/stockpricequote/breweriesdistilleries/empeedistilleries/ED 
Nandan Denim,50,46.50,47.45,47.25,0.20,0.42,/india/stockpricequote/textiles-denim/nandandenim/NE06 
Kajaria Ceramic,604,594.90,598.95,596.45,2.50,0.42,/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06 
NIFTYBEES,853.50,845.21,852.65,849.10,3.55,0.42,/india/stockpricequote/finance-investments/goldmansachsniftyexchangetradedscheme/NBE01 
Nava Bharat Ven,215.90,206.60,212.95,212.05,0.90,0.42,/india/stockpricequote/diversified/navabharatventures/NBV 
Karur Vysya,539.40,530.20,533.05,530.85,2.20,0.42,/india/stockpricequote/banks-privatesector/karurvysyabank/KVB 
Tata Steel,482.95,475.10,480.10,478.15,1.95,0.41,/india/stockpricequote/steel-large/tatasteel/TIS 
Navneet,99,96.65,98.50,98.10,0.40,0.41,/india/stockpricequote/printingstationery/navneeteducation/NP01 
Geojit BNP,38.65,37.05,37.70,37.55,0.15,0.41,/india/stockpricequote/finance-general/geojitbnpparibasfinancialservices/GBN01 
Ruchira Papers,25.95,24.60,24.85,24.75,0.10,0.40,/india/stockpricequote/paper/ruchirapapers/RP25 
Godrej Consumer,990,973.95,982.60,978.70,3.90,0.40,/india/stockpricequote/personalcare/godrejconsumerproducts/GCP 
Zuari Agro Chem,293.95,285.10,290.60,289.50,1.10,0.40,/india/stockpricequote/fertilisers/zuariagrochemicals/ZAC 
Bharti Infratel,303,295,300.10,298.95,1.15,0.38,/india/stockpricequote/telecommunications-equipment/bhartiinfratel/BI14 
Pilani Invest,1465,1461,1465,1459.50,5.50,0.38,/india/stockpricequote/finance-general/pilaniinvestmentindustriescorporation/PII03 
Intrasoft Tech,54.45,52.05,53,52.80,0.20,0.38,/india/stockpricequote/miscellaneous/intrasofttechnologies/IT04 
Intl Paper APPM,305,294.45,297.25,296.15,1.10,0.38,/india/stockpricequote/paper/internationalpaperappm/APP 
Wyeth,1120,1107.90,1116.25,1112.30,3.95,0.37,/india/stockpricequote/pharmaceuticals/wyeth/W11 
Amtek Auto,214.80,205.15,208.05,207.30,0.75,0.36,/india/stockpricequote/autoancillaries/amtekauto/AA01 
Zydus Wellness,652,635,648.60,646.25,2.35,0.36,/india/stockpricequote/vanaspatioils/zyduswellness/ZW01 
Maruti Suzuki,3370,3313.10,3341.20,3329.55,11.65,0.36,/india/stockpricequote/auto-carsjeeps/marutisuzukiindia/MS24 
Harita Seating,175,169,171.95,171.35,0.60,0.35,/india/stockpricequote/autoancillaries/haritaseatingsystems/HSS02 
Triveni Turbine,116,107.30,113.30,112.90,0.40,0.35,/india/stockpricequote/engineering-heavy/triveniturbine/TT14 
Meghmani Organi,30.45,29.25,29.95,29.85,0.10,0.35,/india/stockpricequote/pesticidesagrochemicals/meghmaniorganics/MO04 
Tinplate,73.50,72.10,72.85,72.60,0.25,0.34,/india/stockpricequote/metals-nonferrous/tinplatecompanyindia/TCI02 
Emami,811,790.25,800.70,797.95,2.75,0.34,/india/stockpricequote/personalcare/emami/E06 
HIL,710,695,698.40,696.05,2.35,0.34,/india/stockpricequote/cement-productsbuildingmaterials/hil/HI09 
KCP,62.85,60.10,60.30,60.10,0.20,0.34,/india/stockpricequote/cement-major/kcp/KCP 
Shilpa,579.40,525.15,555.20,553.45,1.75,0.33,/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19 
Guj Alkali,195.60,192.40,193.35,192.75,0.60,0.32,/india/stockpricequote/chemicals/gujaratalkalieschemicals/GAC01 
Ansal Propertie,32.45,31.60,32.10,32,0.10,0.31,/india/stockpricequote/constructioncontracting-housing/ansalpropertiesinfrastructure/API07 
Raymond,464,458,462.75,461.30,1.45,0.31,/india/stockpricequote/textiles-woollenworsted/raymond/R 
Hang Seng BEES,2133,2061,2096.50,2090,6.50,0.31,/india/stockpricequote/finance-investments/goldmansachshangsengexchangetradedscheme/BMF01 
PI Industries,436.80,415.65,432.90,431.60,1.30,0.31,/india/stockpricequote/pesticidesagrochemicals/piindustries/PII 
PC Jeweller,256.50,247.30,252.10,251.35,0.75,0.30,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/pcjeweller/PJ 
Indian Metals,234,223.50,226.35,225.70,0.65,0.30,/india/stockpricequote/miningminerals/indianmetalsferroalloys/IMF01 
Grindwell Norto,519.95,508.10,516.75,515.25,1.50,0.29,/india/stockpricequote/abrasives/grindwellnorton/GN 
Shrenuj and Co,55,53.60,54.65,54.50,0.15,0.29,/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/shrenujcompany/SC13 
HDFC,1138.20,1100.10,1129.90,1126.85,3.05,0.28,/india/stockpricequote/finance-housing/housingdevelopmentfinancecorporation/HDF 
SQS India BFSI,610,595.10,601.20,599.60,1.60,0.27,/india/stockpricequote/computers-software/sqsindiabfsi/TGS01 
ITC,371.45,364.60,370.20,369.20,1,0.27,/india/stockpricequote/cigarettes/itc/ITC 
Wheels,1008,980,989.45,986.85,2.60,0.27,/india/stockpricequote/autoancillaries/wheelsindia/WI11 
Liberty Shoes,276.80,271.20,274.60,273.90,0.70,0.26,/india/stockpricequote/leatherproducts/libertyshoes/LS02 
Helios and Mat,103.85,101,101.65,101.40,0.25,0.26,/india/stockpricequote/computers-softwaremediumsmall/heliosmathesoninformationtechnology/HMI 
MOSt NASDAQ 100,261.99,254.51,258.50,257.86,0.64,0.25,/india/stockpricequote/finance-investments/motilaloswalmostsharesnasdaq100etf/MOM02 
Guj State Petro,104.40,100.60,104.05,103.80,0.25,0.25,/india/stockpricequote/oildrillingandexploration/gujaratstatepetronet/GSP02 
De Nora India,152,148.30,150,149.65,0.35,0.24,/india/stockpricequote/electricequipment/denoraindia/DNI 
DCW,22.30,21.60,21.85,21.80,0.05,0.23,/india/stockpricequote/petrochemicals/dcw/DCW 
Neyveli Lignite,88.85,86,87.80,87.60,0.20,0.23,/india/stockpricequote/power-generationdistribution/neyvelilignitecorporation/NLC 
Store One,44.80,42.55,43.10,43,0.10,0.23,/india/stockpricequote/textiles-readymadeapparels/storeoneretailindia/IRS01 
Cairn India,268.70,265.30,268.30,267.70,0.60,0.23,/india/stockpricequote/oildrillingandexploration/cairnindia/CI37 
VTM,24.90,22.05,22.70,22.65,0.05,0.22,/india/stockpricequote/textiles-hosieryknitwear/vtm/VTM 
Brigade Ent,144.95,140.55,142.50,142.20,0.30,0.22,/india/stockpricequote/constructioncontracting-realestate/brigadeenterprises/BE08 
Pricol,48.30,46.15,47.20,47.10,0.10,0.21,/india/stockpricequote/autoancillaries/pricol/P9 
Chennai Petro,96.40,93.40,94.55,94.35,0.20,0.21,/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02 
Cox & Kings,311.95,282,309.20,308.55,0.65,0.21,/india/stockpricequote/miscellaneous/coxkings/CK 
Deepak Fert,143.80,140.75,141.65,141.35,0.30,0.21,/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP 
Orient Refract,102,96.20,97.30,97.10,0.20,0.21,/india/stockpricequote/cement-productsbuildingmaterials/orientrefractories/OR01 
Jindal Drilling,214,196.95,210.50,210.05,0.45,0.21,/india/stockpricequote/oildrillingandexploration/jindaldrillingindustries/JDI 
Hexa Tradex,24.95,22.50,24.45,24.40,0.05,0.21,/india/stockpricequote/finance-investments/hexatradex/HT03 
Indiabulls Sec,25.10,24.80,24.90,24.85,0.05,0.20,/india/stockpricequote/finance-investments/indiabullssecurities/IS13 
Centum Electron,578,561.40,568.25,567.10,1.15,0.20,/india/stockpricequote/electricals/centumelectronics/CE10 
Amara Raja Batt,710,691.40,699.95,698.55,1.40,0.20,/india/stockpricequote/autoancillaries/amararajabatteries/ARB 
KRBL,100.75,98.35,99.80,99.60,0.20,0.20,/india/stockpricequote/foodprocessing/krbl/KRB01 
Time Techno,49.50,47.65,48.90,48.80,0.10,0.20,/india/stockpricequote/packaging/timetechnoplast/TT03 
MOIL,314.50,305,310.65,310.05,0.60,0.20,/india/stockpricequote/miningminerals/moil/M18 
Ent Network Ind,527.90,516,518.15,517.15,1,0.19,/india/stockpricequote/mediaentertainment/entertainmentnetworkindia/ENI 
Persistent,1313,1286,1292.20,1289.70,2.50,0.19,/india/stockpricequote/computers-software/persistentsystems/PS15 
KLRF,26.50,26.30,26.35,26.30,0.05,0.19,/india/stockpricequote/foodprocessing/klrf/KLR 
Bajaj Auto,2678.20,2642.85,2657.65,2652.85,4.80,0.19,/india/stockpricequote/auto-23wheelers/bajajauto/BA10 
Jubilant Life,140.50,135,137.55,137.30,0.25,0.18,/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03 
Vakrangee,137.80,134.65,135.55,135.30,0.25,0.18,/india/stockpricequote/computers-softwaremediumsmall/vakrangee/VS 
Lupin,1456,1429,1446.45,1443.95,2.50,0.18,/india/stockpricequote/pharmaceuticals/lupin/L 
NALCO,60.85,59.50,59.90,59.80,0.10,0.17,/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC 
LIC Housing Fin,426.90,416.50,421.35,420.65,0.70,0.17,/india/stockpricequote/finance-housing/lichousingfinance/LIC 
MRPL,58.35,57.20,57.35,57.25,0.10,0.17,/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP 
AXISCADES Engg,164,146.50,154.05,153.80,0.25,0.17,/india/stockpricequote/computers-softwaremediumsmall/axiscadesengineeringtechnologies/AXI 
Accelya Kale,874.95,840,858.05,856.65,1.40,0.16,/india/stockpricequote/computers-softwaremediumsmall/accelyakalesolutions/KAL 
Mandhana Ind,320,292,306.20,305.70,0.50,0.16,/india/stockpricequote/textiles-general/mandhanaindustries/MI24 
Hind Nat Glass,128,118,127.15,126.95,0.20,0.16,/india/stockpricequote/glassglassproducts/hindusthannationalglassindustries/HNG01 
Mukta Arts,31.70,30.60,30.95,30.90,0.05,0.16,/india/stockpricequote/mediaentertainment/muktaarts/MA02 
BANK BEES,1787,1758,1782.77,1779.96,2.81,0.16,/india/stockpricequote/finance-investments/goldmansachsbankingindexexchangetradedscheme/BAM02 
Hind Zinc,163.70,160.90,162.30,162.05,0.25,0.16,/india/stockpricequote/metals-nonferrous/hindustanzinc/HZ 
IOC,358.70,349.40,357.35,356.80,0.55,0.15,/india/stockpricequote/refineries/indianoilcorporation/IOC 
GE Shipping,406.05,396.50,399.20,398.60,0.60,0.15,/india/stockpricequote/shipping/greateasternshippingcompany/GES 
Marico,337.30,329.10,330.40,329.90,0.50,0.15,/india/stockpricequote/personalcare/marico/M13 
HUL,765.30,750,757.20,756.15,1.05,0.15,/india/stockpricequote/personalcare/hindustanunilever/HU 
GlaxoSmithKline,2860,2834.90,2853.10,2849.25,3.85,0.14,/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK 
Hind Constr,35.70,33.80,34.80,34.75,0.05,0.14,/india/stockpricequote/constructioncontracting-civil/hindustanconstructioncompany/HCC 
Quantum Index,877,875.75,877,875.80,1.20,0.14,/india/stockpricequote/finance-investments/quantumindexfund-exchangetradedfund/QIF 
Dr Reddys Labs,3459.80,3424.95,3439.75,3435.05,4.70,0.14,/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL 
NIIT,51.75,50.10,51,50.95,0.05,0.14,/india/stockpricequote/computers-software-training/niit/NII 
Lumax Auto Tech,273.50,261,266.35,266.15,0.20,0.10,/india/stockpricequote/autoancillaries/lumaxautotechnologies/LAT01 
Oil India,596,585,593.05,592.60,0.45,0.08,/india/stockpricequote/oildrillingandexploration/oilindia/OI13 
Shanthi Gears,124.80,122,124.50,124.40,0.10,0.08,/india/stockpricequote/engineering/shanthigears/SG04 
Selan Explore,444.75,428,434.20,433.85,0.35,0.08,/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET 
BF Utilities,642,621,629.20,628.75,0.45,0.08,/india/stockpricequote/power-generationdistribution/bfutilities/BFU 
Piramal Enter,830.35,804.50,813.75,813.15,0.60,0.07,/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05 
Cadila Health,1559.95,1536.20,1548.80,1547.70,1.10,0.07,/india/stockpricequote/pharmaceuticals/cadilahealthcare/CHC 
Esab India,634.20,619,624.10,623.75,0.35,0.07,/india/stockpricequote/electrodesgraphite/esabindia/EI06 
VST Tillers,1460,1436.60,1453.90,1453.20,0.70,0.06,/india/stockpricequote/auto-tractors/vsttillerstractors/VST01 
Shriram City,1769.90,1575.05,1714.85,1714.05,0.80,0.05,/india/stockpricequote/finance-leasinghirepurchase/shriramcityunionfinance/SCU 
CMC,1958,1929,1943.60,1942.80,0.80,0.05,/india/stockpricequote/computers-hardware/cmc/CMC 
Wipro,566,559,564.15,563.90,0.25,0.04,/india/stockpricequote/computers-software/wipro/W 
Tata Inv Corp,569.70,560.05,568.55,568.30,0.25,0.04,/india/stockpricequote/finance-investments/tatainvestmentcorporation/TIC 
SMS Pharma,468.80,447,455,454.85,0.15,0.04,/india/stockpricequote/pharmaceuticals/smspharmaceuticals/SP38 
IGL,442.30,432.35,434.95,434.80,0.15,0.03,/india/stockpricequote/oildrillingandexploration/indraprasthagas/IG04 
Banco Products,166.05,161.45,164,163.95,0.05,0.03,/india/stockpricequote/autoancillaries/bancoproducts(india)/BPI 
Sun Pharma Adv,193.50,188.30,191,190.95,0.05,0.03,/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA 
United Spirits,2765,2688.05,2723.80,2723.05,0.75,0.03,/india/stockpricequote/breweriesdistilleries/unitedspirits/US 
JSW Steel,1243.15,1214.10,1237.70,1237.35,0.35,0.03,/india/stockpricequote/steel-large/jswsteel/JSW01 
Yes Bank,697,685.50,689.55,689.45,0.10,0.03,/india/stockpricequote/banks-privatesector/yesbank/YB 
